style,Name,Brewery,Beer Name (Full),Description,ABV,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_palate,review_taste,review_overall
IPA,India Pale Ale,"St. George Brewing Company, The","St. George Brewing Company, The India Pale Ale",Notes:,5.5,35,60,20,34,5,80,48,54,0,58,97,8,61,3.578947,3.859649,3.79386,3.701754,3.732456
IPA,90 Minute IPA,Dogfish Head Brewery,Dogfish Head Brewery 90 Minute IPA,"Notes:Esquire Magazine calls our 90 Minute IPA ""perhaps the best IPA in America."" An imperial IPA best savored from a snifter, 90 Minute has a great malt backbone that stands up to the extreme hopping rate.90 Minute IPA was the first beer we continuously hopped, allowing for a pungent -- but not crushing -- hop flavor.90 IBU\t",9,65,100,3,15,13,44,40,31,1,36,56,5,42,4.213526,4.192097,4.181763,4.325988,4.145745
IPA,Pliny The Elder,Russian River Brewing Company,Russian River Brewing Company Pliny The Elder,"Notes:Pliny the Elder is brewed with Amarillo, Centennial, CTZ, and Simcoe hops. It is well-balanced with malt, hops, and alcohol, slightly bitter with a fresh hop aroma of floral, citrus, and pine. Best enjoyed FRESH! That is why we make it in such limited supply. Actual bottling date is printed on each bottle!\t",8,65,100,26,29,9,58,51,49,0,80,85,1,32,4.612188,4.388603,4.451326,4.630985,4.590028
IPA,Lagunitas Sucks,Lagunitas Brewing Company,Lagunitas Brewing Company Lagunitas Sucks Holiday Ale,"Notes:This sad holiday season we didn’t have the brewing capacity to make our favorite seasonal brew, the widely feared BrownShugga’ Ale. You see we had a couple of really good years (thank you very much) and so heading into this season while we are awaiting the January delivery of a new brewhouse we are jammin’ along brewing 80 barrels of IPA and PILS and such every 3 hours. A couple of months back we realized that since we can only brew a mere 60 barrels of Shugga’ every 5 hours, that we were seriously screwed. For every case of Shugga’ brewed, we’d short 3 cases of our favorite daily beers. It’s a drag. This year, we brewed something that we think is also cool and brews more like our daily brews. The new brewhouse will help insure this kind of failure never happens again. It’s a mess that we can not brew our BrownShugga’ this year and we suck for not doing it. There is nothing cool about screwing this up this badly and we know it. Maybe we can sue our own sorry selves. There is no joy in our hearts this holiday and the best we can hope for is a quick and merciful end. F*@& us. This totally blows. Whatever. We freaking munch moldy donkey butt and we just want it to be all over... So this substitute beer is a ‘Cereal Medley’ of Barley, Rye, Wheat, and Oats…. Full of complexishness from the 4 grains, and weighing in at 7.85% abv, Then joyously dry-hopped for that big aroma and resinous hop flavor.\t",7.85,65,100,10,34,10,48,53,43,0,56,62,8,39,4.376697,3.983032,4.085973,4.30543,4.260181
IPA,120 Minute IPA,Dogfish Head Brewery,Dogfish Head Brewery 120 Minute IPA,"Notes:Too extreme to be called beer? 120 Minute IPA is brewed to a colossal 45-degree plato, boiled for a full two hours while being continuously hopped with high-alpha American hops, then dry-hopped daily in the fermenter for a month and aged for another month on whole-leaf hops!120 IBUABV varies from 15-20%.\t",18,65,100,9,43,50,55,89,42,3,58,63,18,60,4.002006,4.029799,3.89341,3.919484,3.549857
IPA,Hop Stoopid,Lagunitas Brewing Company,Lagunitas Brewing Company Hop Stoopid,"Notes:Clean this mess up or else we'll all end up in jail...those test tubes and the scale...just get 'em all outta here..."" He was referring to the complex super-critical-CO2 hop extraction equipment set up on the table in the lab across from the brewhouse. Hop extracts are for the BIG brewers, he thought - suitable only for crummy sub-standard and barely-passable industrial lagers, not the subtle and elegant craft beer made here. But wrong he was. The New Brewer does not eschew any possible inputs. In this case the mountain of extracts will replace the mountain of hop vegetative material in the kettle thus creating cleaner hop flavors and preventing the otherwise spinach-like mess of a kettle full of super-hopped wort from clogging up a pump or worse. The sensuous honey-like amber ooze was administered intravenously to the wort kettle and the sacrament was complete. Another kettle of Hop Stoopid is once again raised up and fermented on high.\t",8,65,100,28,30,15,84,42,43,0,56,98,2,36,4.244156,4.071104,4.05487,4.173377,4.15974
IPA,Double Jack,Firestone Walker Brewing Co.,Firestone Walker Brewing Co. Double Jack,"Notes:A dangerously drinkable Double IPA. Double Jack opens up with bright grapefruit and tangerine American hop aromas. Beautifully crafted undertones of stone fruit are revealed upon first sip, followed by the essence of blue basil and pine. A sturdy pale and crystal malt backbone brings balance to high hop intensity. Complex and aggressively hopped, and flawlessly balanced.\t",9.5,65,100,22,38,21,53,76,77,0,118,78,3,61,4.290115,4.174785,4.103868,4.247135,4.194842
IPA,Burton Baton,Dogfish Head Brewery,Dogfish Head Brewery Burton Baton,"Notes:This oak-aged gentle giant has been gaining popularity over the past few years and is now available year-round.For Burton Baton, we brew two ""threads,"" or batches, of beer: an English-style old ale and an imperial IPA.After fementating the beers separately in our stainless tanks, they're transferred and blended together in one of our large oak tanks. Burton Baton sits on the wood for about a month.When enjoying the Burton Baton, you'll find an awesome blend of the citrus notes from Northwestern hops melding with woody, vanilla notes from the oak. The wood also tends to mellow the 10% ABV of Burton, so tread cautiously!70 IBU\t",10,65,100,7,49,19,40,55,39,1,54,57,22,53,4.109135,4.147838,4.123431,4.229079,4.020572
IPA,Hoptimum,Sierra Nevada Brewing Co.,Sierra Nevada Brewing Co. Hoptimum Double IPA - Beer Camp #19,"Notes:A whole-cone hurricane of flavor. Our brewers selected the finest, most flavorful hops, pushed them beyond their limits and forged them into this all-new triple IPA. This reimagined Hoptimum is our hoppiest beer yet, providing a blend of tropical and citrus hop aroma that delivers a refined yet aggressive character.IBU: 65YEAST: Ale yeastBITTERING HOPS: Crystal, EkuanotFINISHING HOPS: Strata, Simcoe, Citra, Mosaic, LoralMALTS: Two-row Pale, Wheat, Flaked Oats\t",10.6,65,100,17,45,34,79,54,53,1,73,101,1,59,4.051259,4.185252,3.972122,4.042266,3.851619
IPA,Dreadnaught IPA,Three Floyds Brewing Co. & Brewpub,Three Floyds Brewing Co. & Brewpub Dreadnaught IPA,"Notes:An Imperial India Pale Ale with an intense citrus hop aroma, a huge malt body and a crisp finish.100 IBU\t",9.5,65,100,18,40,21,45,51,62,2,93,59,0,46,4.459824,4.251857,4.321404,4.457461,4.329169
IPA,Maximus,Lagunitas Brewing Company,Lagunitas Brewing Company Maximus,Notes:,8.2,65,100,23,36,29,62,82,57,0,99,88,2,47,3.908891,3.972271,3.872359,3.916813,3.909331
IPA,Devil Dancer,Founders Brewing Company,Founders Brewing Company Founders Devil Dancer,Notes:Triple IPA. Dry-hopped for twenty-six days straight with a combination of 10 hop varieties. 112 actual IBU; although it calculates to over 200!\t,12,65,100,16,37,37,76,68,45,1,74,98,3,78,4.089587,3.996248,3.991557,4.015478,3.733583
IPA,2XIPA,Southern Tier Brewing Company,Southern Tier Brewing Company 2XIPA,Notes:,8.2,65,100,18,31,14,67,42,46,0,45,89,1,35,4.021067,3.916433,3.956461,4.044242,4.077247
IPA,Abrasive Ale,Surly Brewing Company,Surly Brewing Company Abrasive Ale,"Notes:Hazy gold in color, this Oatmeal Double IPA has aggressive aromas of candied grapefruit/tangerine and tropical fruit. Malted oats greatly enhance the body and the high level of bitterness is balanced by this sweetness. Citra hops are used for aroma & flavor additions and for dry-hopping, while Warrior hops are used primarily for bitterness.OG 19.5 PlatoColor 5 SRMHops: Citra, WarriorYeast: English AleMalt: 2-row, Golden Naked OatsABV: 9%\t",9.2,65,100,23,34,16,78,73,69,0,111,103,7,47,4.500888,4.24778,4.298401,4.446714,4.430728
IPA,Hercules Double IPA,Great Divide Brewing Company,Great Divide Brewing Company Hercules Double IPA,"Notes:Hercules Double IPA is not for the faint of heart. It is, however, fit for the gods. Hercules delivers a huge amount of hops from start to finish. Its hefty backbone of nutty, malty sweetness balances its aggressive hop profile.2007 Australian International Beer Awards, Gold Medal, Imperial IPA2008 Australian International Beer Awards, Silver Medal, Imperial IPA2009 Australian International Beer Awards, Silver Medal, Imperial IPA2010 BeerAdvocate “Top 100 Beers On Planet Earth,” #48\t",10,65,100,15,43,24,84,61,59,0,91,119,14,93,4.156386,4.187228,4.134978,4.196662,4.055878
IPA,Perpetual IPA,Tröegs Brewing Company,Tröegs Brewing Company Tröegs Perpetual IPA,"Notes:At Tröegs, artisanal meets mechanical in a state of IPA we call Perpetual. Cycling through our HopBack vessel and dry-hopping method, this bold Imperial Pale Ale emerges rife with sticky citrus rind, pine balm and tropical fruit.\t",7.5,65,100,15,24,18,59,26,31,1,32,84,4,22,4.128788,4.153409,4.0625,4.138258,4.119318
IPA,Pure Hoppiness,Alpine Beer Company,Alpine Beer Company Pure Hoppiness,"Notes:So mega-hopped it will take you to hop heaven. We’ve used hops in the boil, more hops in the giant hopback, and added to that, an incredible amount of dry-hopping for that cutting-edge “hop bite.” Once you’ve tasted this unique beer, all others pale in comparison. 1.072 OG Classified IBU\t",8,65,100,12,31,15,99,41,43,0,59,126,7,39,4.36631,4.216578,4.208556,4.35205,4.350267
IPA,Arctic Panzer Wolf,Three Floyds Brewing Co. & Brewpub,Three Floyds Brewing Co. & Brewpub Arctic Panzer Wolf,Notes:A massive IPA that will leave your palate its hapless victim. Scorched earth is our brewery policy.100 IBU\t,9,65,100,15,31,13,53,57,42,0,73,78,7,38,4.191579,3.971579,4.094737,4.172632,4.110526
IPA,Pliny The Younger,Russian River Brewing Company,Russian River Brewing Company Pliny The Younger,"Notes:Pliny the Younger, the man, was Pliny the Elder’s nephew and adopted son. They lived nearly 2,000 years ago! Pliny the Elder is our Double IPA, so we felt it was fitting to name our Triple IPA after his son. It is almost a true Triple IPA with triple the amount of hops as a regular I.P.A. That said, it is extremely difficult, time and space consuming, and very expensive to make. And that is why we don’t make it more often! This beer is very full-bodied with tons of hop character in the nose and throughout. It is also deceptively well-balanced and smooth.\t",10.25,65,100,23,46,14,73,29,40,0,49,106,4,19,4.72377,4.482787,4.612295,4.72459,4.6
IPA,Unearthly (Imperial India Pale Ale),Southern Tier Brewing Company,Southern Tier Brewing Company Unearthly (Imperial India Pale Ale),Notes:,9.5,65,100,17,46,23,61,64,51,1,74,100,10,50,4.120424,4.11368,4.078998,4.148844,4.01975
IPA,Myrcenary Double IPA,Odell Brewing Company,Odell Brewing Company Myrcenary Double IPA,"Notes:Named for Myrcene, a component of essential oils in the hop flower, Myrcenary Double IPA is our tribute to those who revere the illustrious hop, and their unyielding exploit to craft hop forward beers. Brewed with a blend of hops containing the highest levels of Myrcene, this double IPA prevails with a tropical fruit-like flavor, a pungent floral aroma, and a clean getaway.70 IBUs\t",9.3,65,100,9,50,30,56,37,42,0,71,97,1,25,4.279456,4.123867,4.128399,4.321752,4.26284
IPA,Gubna,Oskar Blues Grill & Brew,Oskar Blues Grill & Brew GUBNA Imperial IPA,"Notes:Gubna was bred from Oskar Blues Brewery’s hankering to confront 100+ IBUs by cranking up the complexity of hops by pouring Cascade on top of copious amounts of Summit, then balancing that with a backbone of German Dark Munich Malt and Rye Malt. GUBNA’s post-fermentation dry-hopping with both hops allows this monstrosity to gently coax the citrus rind and grapefruit aroma while providing a rye malt-induced, spicy-yet-round middle, and a brisk, clean bitter finish (10 percent ABV, 100+ IBUs).\t",10,65,100,13,33,22,70,52,57,1,81,93,7,53,3.772006,3.950216,3.807359,3.638528,3.515873
IPA,Dorado,Ballast Point Brewing Company,Ballast Point Brewing Company Dorado Double IPA,Notes:,10,65,100,11,34,18,67,57,72,2,92,89,3,47,4.251534,4.145706,4.130368,4.245399,4.142638
IPA,Lake Erie Monster,Great Lakes Brewing Company,Great Lakes Brewing Company Great Lakes Lake Erie Monster,"Notes:Named for South Bay Bessie, the legendary Lake Erie cryptid, Lake Erie Monster has a legend of its own. A longtime pub exclusive beer, our Imperial IPA quickly earned a cult following for its unprecedented hoppiness. Today we feed the beast whole leaf Simcoe hops in the whirlpool and hopback for a monstrous load of bitterness and aroma.MALTS: Harrington 2-Row, Caramel 30HOPS: Simcoe, Willamette80 IBU\t",9.5,65,100,20,38,22,80,61,68,1,77,100,4,60,3.893004,4.067901,4.007202,3.984568,3.924897
IPA,Green Flash Imperial India Pale Ale,Green Flash Brewing Co.,Green Flash Brewing Co. Green Flash Imperial India Pale Ale,"Notes:he mountains of Summit and Nugget hops in this high gravity Imperial will thrill even the most experienced beer explorer. Savory evergreen and pineapple aromas mingle with flavors of bitter, resinous pine and grapefruit pith. A colossal rush of hoppy adventure!\t",9,65,100,17,43,23,92,60,57,4,70,128,3,61,4.133005,4.120074,4,4.036946,3.971675
IPA,Hop Henge,Deschutes Brewery,Deschutes Brewery Hop Henge Experimental IPA,"Notes:With an immense hop flavor and bitter finish, this monumental IPA is an enigma worth pondering (see what we did there?). Centennial, Chinook, Cascade, and Galaxy hops come together to create a hop sanctuary. Revere the almighty hop!This is their new version of Hop Henge Imperial IPA, the hops have been modified as of 1/2009.IBU: 97\t",8.3,65,100,17,49,23,65,54,89,1,117,92,5,42,4.06993,4.174825,4.026224,4.086538,4.053322
IPA,Double Sunshine,Lawson's Finest Liquids,Lawson's Finest Liquids Double Sunshine IPA,"Notes:This American double India pale ale is packed with juicy tropical fruit flavors and bright herbal aromas, thanks to the abundance of US-grown hops.\t",8,65,100,17,32,23,82,54,67,1,109,102,4,30,4.594118,4.317647,4.311765,4.552941,4.588235
IPA,Ruination Double IPA 2.0,Stone Brewing Co.,Stone Brewing Co. Stone Ruination IPA,"Notes:Also known as Ruination in Europe.A Liquid Poem to the Glory of the HopFirst Release: April 2015Stone Ruination IPA was the first full-time brewed and bottled West Coast double IPA on the planet. As craft beer has evolved over the years, so too have techniques for maximizing hop flavors and aromas. For the second incarnation of our groundbreaking India pale ale, we employed dry hopping and hop bursting to squeeze every last drop of piney, citrusy, tropical essence from the hops that give this beer its incredible character. We’ve also updated the name to Stone Ruination Double IPA 2.0 to reflect the imperial-level intensity that’s evident in every sip. Join us in cheering this, the second stanza in our “Liquid Poem to the Glory of the Hop.”\t",8.5,65,100,21,37,25,95,50,55,0,83,135,0,26,4.341531,4.179179,4.183432,4.351331,4.161612
IPA,The Waldos' Special Ale,Lagunitas Brewing Company,Lagunitas Brewing Company Waldos' Special Ale,"Notes:In 1971, the Waldos met one afteroon at 4:20 in the front courtyard of their school near the statue of Louis Pasteur. They set out in a '66 Impala armed with a ""treasure map"" on a journey to find a secret garden near Point Reyes. They met there at the same time every day and continued their quest. They never found the secret garden....But they keep lookin'. The dankest and hoppiest beer ever brewed at Lagunitas was made with help of the Waldos for all treasure hunters.100 IBU\t",11.7,65,100,12,33,40,72,86,53,1,69,102,13,55,4.3,3.9,3.8,3.8,3.7
IPA,471 Small Batch IPA,Breckenridge Brewery,Breckenridge Brewery 471 IPA,"Notes:471 is a small batch, limited edition ale that was created by our Brewmaster to separate the weak from the strong. 471 is a double IPA, that combines Pale, Munich, Caramel-30, Carapils and Torrified Wheat malts, with Chinook, Centennial, Simcoe and Fuggles hops. It has a big sweet mouthfeel, followed by more hoppiness than you've ever had at one time. Enjoy.\t",9.2,65,100,6,19,25,38,45,30,0,46,47,3,36,3.863376,3.938484,3.89485,3.912732,3.901288
